participant_id,distribution_type,distribution_name,engagement_id,engagement_started_PDT,engagement_completed_PDT,engagement_participation_status,BrokerPanelId,Q1_province,Q1a_urban_rural,Q2_canadian_tenure,Q3_generation,Q4_identity_top3_1,Q4_identity_top3_2,Q4_identity_top3_3,Q4_identity_top3_4,Q4_identity_top3_5,Q4_identity_top3_6,Q4_identity_top3_7,Q4_identity_top3_8,Q4_Other,Q4_Other_sentiment,Q4_Other_sentiment_percentage,Q5_identity_connection,Q5b_identity_connection_why,Q5b_Video_transcription,Q5b_Video_sentiment,Q5b_Video_sentiment_percentage,Q5b_Text,Q5b_Text_sentiment,Q5b_Text_sentiment_percentage,Q6_oneword,Q6_Video_transcription,Q6_Video_sentiment,Q6_Video_sentiment_percentage,Q6_Text,Q6_Text_sentiment,Q6_Text_sentiment_percentage,Q7_values_1,Q7_values_2,Q7_values_3,Q7_values_4,Q7_values_5,Q7_values_6,Q7_values_7,Q7_values_8,Q7_Other,Q7_Other_sentiment,Q7_Other_sentiment_percentage,Q8_onesentance,Q8_Video_transcription,Q8_Video_sentiment,Q8_Video_sentiment_percentage,Q8_Text,Q8_Text_sentiment,Q8_Text_sentiment_percentage,Q9_divisions_1,Q9_divisions_2,Q9_divisions_3,Q9_divisions_4,Q9_divisions_5,Q9_divisions_6,Q9_divisions_7,Q9_divisions_other,Q9_divisions_other_sentiment,Q9_divisions_other_sentiment_percentage,Q10_Connection_building_1,Q10_Connection_building_2,Q10_Connection_building_3,Q10_Connection_building_4,Q10_Connection_building_5,Q10_Connection_building_6,Q10_Connection_building_7,Q10_Other,Q10_Other_sentiment,Q10_Other_sentiment_percentage,Q11_cover_tailgate,Q11_video_transcription,Q11_video_sentiment,Q11_video_sentiment_percentage,Q11_Text,Q11_Text_sentiment,Q11_Text_sentiment_percentage,Q12_Future_hope,Q12_Future_hope_sentiment,Q12_Future_hope_sentiment_percentage,Q13_Future_fear,Q13_Future_fear_sentiment,Q13_Future_fear_sentiment_percentage,Q14_video_consent
accc6a9a-5f23-4598-b070-cc7e80a8e51b,Link,ARF,99386195-dff4-4eb7-a999-53ffa895383b,2025-05-05 15:24:27,2025-05-05 15:32:10,Completed,551093,Alberta,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Heritage and ancestral connections,,,,,Belief systems and core values,,,,,,Very connected,I'll type my answer instead📱,,,,My national pride,POSITIVE,0.7615785003,I'll type my answer instead📱,,,,Pride,NEUTRAL,0.9814878702,Equitable systems,,,Indigenous reconciliation and rights,Environmental regeneration,,,,,,,I'll type my answer instead📱,,,,Entire country acting as one,NEUTRAL,0.7278268933,Resource and regional tensions,Political polarization,,,,,,,,,Honest dialogue and listening,,Cultural celebration and exchange,,,,,,,,I'll type my answer instead📱,,,,Best country to live in,POSITIVE,0.9929414988,Growth,NEUTRAL,0.6938464642,Separation,NEUTRAL,0.9575356841,
e6f29e2c-9e6a-45b8-8111-a1f09235a657,Link,ARF,6579c4b9-d3ad-4ada-ba7e-8b28806deb97,2025-05-05 15:25:10,2025-05-05 15:38:17,Completed,540991,Ontario,"Rural (small town, village, or countryside)",20+ years,Boomer (born ~1946–1964),Heritage and ancestral connections,,,,,Belief systems and core values,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,"I’ve lived here since I was 3 yrs old. I feel a deep affinity for this beautiful country, and its magnificence.  I’m proud of how we have the most wonderful opportunities to grow and succeed while still having a healthy safety net that provides a safe place to land when needed. I’ve travelled the world extensively, but I’m always very happy to return to the best country in the world. ",POSITIVE,0.9996490479,I'll type my answer instead📱,,,,Respected,POSITIVE,0.9298034906,,Freedom and autonomy,,,Environmental regeneration,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,We will be free of the threats to our sovereignty and will have forged a path as a world leader.,POSITIVE,0.9582801461,Resource and regional tensions,Political polarization,,,,,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,A self deprecating country often under estimated that found strength in the face of adversity.,NEUTRAL,0.419665277,Strength,NEUTRAL,0.5428583622,Polarization,NEUTRAL,0.9820543528,
f0b2ecde-5b52-4f18-a680-96a7b4cc83bf,Link,ARF,ca14d665-be36-4c1a-927f-da8fa48a6fe4,2025-05-05 15:27:31,2025-05-05 15:42:39,Completed,337323,British Columbia,Suburban (residential area near a city),20+ years,Boomer (born ~1946–1964),Heritage and ancestral connections,,,Community relationships and networks,,,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,"We are separate from the US. We are kinder, more educated. Also social justice, free medical, multiculturalism, inclusivity. I love our diverse coast to coast provinces and territories.",POSITIVE,0.9686837792,I'll type my answer instead📱,,,,Peacekeeper,NEUTRAL,0.9992524981,,Freedom and autonomy,,Indigenous reconciliation and rights,Environmental regeneration,,,,,,,I'll type my answer instead📱,,,,"Fought off Trump, cut down our carbon and helped reduce global warming. Lots of lower cost housing!",POSITIVE,0.6923289895,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,,,,Indigenous-led reconciliation,,,,,,I'll type my answer instead📱,,,,Canada: the country that could!,NEUTRAL,0.9348095655,Unity,NEUTRAL,0.9980376363,Division,NEUTRAL,0.999542594,
cd37e3d7-6f1d-4c49-a53b-db2bf407c13d,Link,ARF,86d1b79e-f809-4cf7-8a39-89e343688e7b,2025-05-05 15:30:57,2025-05-05 15:37:54,Completed,335478,New Brunswick,"Rural (small town, village, or countryside)",All my life,Boomer (born ~1946–1964),,,Regional landscape and place,,,Belief systems and core values,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,Love my country and everything in it!,POSITIVE,0.9983633161,I'll type my answer instead📱,,,,Home,NEUTRAL,0.9973977804,Equitable systems,,,,Environmental regeneration,,Community care networks,,,,,I'll type my answer instead📱,,,,Eliminate poverty and have access to health care when needed.,POSITIVE,0.8905524015,,,,,Economic inequality,,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,Opportunity for all to succeed,POSITIVE,0.9349330068,Prosperity,NEUTRAL,0.9701584578,Division,NEUTRAL,0.999542594,
9e74754d-0adc-4aed-b770-4ccf1938afa0,Link,ARF,584c6339-901d-4bec-9e57-46e798b2d113,2025-05-05 15:32:14,2025-05-05 15:36:39,Completed,542618,Ontario,Urban (big city or downtown area),All my life,Millennial (born ~1981–1996),,,,Community relationships and networks,Work and creative contributions,Belief systems and core values,,,,,,Somewhat connected,I'll type my answer instead📱,,,,"Travelling to USA, what is the difference between the two countries. Father is a permanent resident, I'm 2nd generation immigrant",NEUTRAL,0.9954812527,I'll type my answer instead📱,,,,Nationality,NEUTRAL,0.9981151819,Equitable systems,Freedom and autonomy,,Indigenous reconciliation and rights,,,,,,,,I'll type my answer instead📱,,,,affordable housing,NEUTRAL,0.963305831,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,Collaborative community projects,,,,,,,,,I'll type my answer instead📱,,,,Overcoming a tragic backstory,POSITIVE,0.4589105248,Autonomy,NEUTRAL,0.9891555905,Poverty,NEGATIVE,0.8168231845,
28af52dc-b7aa-4013-bd06-ad688d87ccfd,Link,ARF,3b221048-11e9-4758-b34f-cca443ca73d2,2025-05-05 15:33:32,2025-05-05 15:39:42,Completed,525484,Quebec,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),,,,Community relationships and networks,Work and creative contributions,,,Other,Community,NEUTRAL,0.998814106,Very connected,I'll type my answer instead📱,,,,"Because I feel like Canadians are warm and friendly, kind and open people and I share these values ",POSITIVE,0.9972319007,I'll type my answer instead📱,,,,None,NEUTRAL,0.9964517355,,Freedom and autonomy,,Indigenous reconciliation and rights,Environmental regeneration,,,,,,,I'll type my answer instead📱,,,,Closer to net zero and a stronger economy,POSITIVE,0.9216047525,,,,,,,Other,Conservatives,NEUTRAL,0.8902465701,,,Cultural celebration and exchange,,Indigenous-led reconciliation,,,,,,I'll type my answer instead📱,,,,No change,NEUTRAL,0.4936666489,"That Canada remains an open minded, beautiful country independent, friendly and that we don’t need the United States ",POSITIVE,0.9760413766,Donald Trump,NEUTRAL,0.9987772107,
5f00a106-bbd8-4373-be40-e0a51c02575d,Link,ARF,9a41532c-6f4e-4e08-a643-9d062af620fc,2025-05-05 15:35:58,2025-05-05 15:44:51,Completed,232954,British Columbia,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),,,Regional landscape and place,Community relationships and networks,,,,,,,,Very connected,I'll type my answer instead📱,,,,I am not inetrested in explaining why.,NEGATIVE,0.5088142157,I'll type my answer instead📱,,,,I am not interested in expaling why.,NEGATIVE,0.978926599,,Freedom and autonomy,,,,Technological innovation and adaptation,Community care networks,,,,,I'll type my answer instead📱,,,,I am not interested in expaling this.,NEGATIVE,0.9962226152,,Political polarization,,Generational perspectives,,,,,,,Honest dialogue and listening,,,,,,Other,Conflicting media reports are tearing Canada apart. Don't know what to beleive. Pleopel beleive the news what they want to be true regardless what is.,NEGATIVE,0.825524807,I'll type my answer instead📱,,,,"The war is over, First Nations lost just like land in Europe was fought and lost.",NEGATIVE,0.8737877607,Equality,NEUTRAL,0.6726326346,Appeasement,NEUTRAL,0.4829172194,
c0c20a8d-e9bc-43f5-8bd5-cc8395a4bfb6,Link,ARF,2fd0c9ef-8ee6-482f-bbac-6d578d70479c,2025-05-05 15:36:58,2025-05-05 16:00:11,Completed,481641,Ontario,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Heritage and ancestral connections,,,Community relationships and networks,,Belief systems and core values,,,,,,Not very connected,I'll type my answer instead📱,,,,"I feel like a minority, I feel we respect other cultures before our own. crime has risen, drug use, news is all negative, we can't afford rental units as we get older, harder to find jobs that pay a living wage, no benefits, I use to feel safe as a Canadian, not anymore.
I know being Canadian is being diverse, but I feel diluted, you use to be able to find a doctor that you connect with, now you get what you get as if you won a lottery, but is not the health care we had, everything is rush, rush, people are moving farther and farther away to afford a cheaper way of life. Our Country is beautiful, but our values have shifted.",MIXED,0.7696799636,I'll type my answer instead📱,,,,Friendly,NEUTRAL,0.6383116841,,Freedom and autonomy,,,,,Community care networks,,,,,I'll type my answer instead📱,,,,made living here affordable.,POSITIVE,0.7498294115,Resource and regional tensions,Political polarization,,,,,,,,,Honest dialogue and listening,Collaborative community projects,,,,,,,,,I'll type my answer instead📱,,,,"go back to the basics, love your neighbour, respect , show kindness with one another",POSITIVE,0.995978713,government,NEUTRAL,0.9944400787,greed,NEGATIVE,0.9383456111,
866d17cc-dc11-4754-9d40-75e1edc45384,Link,ARF,8975c26c-4137-489f-9526-20c24244698c,2025-05-05 15:37:20,2025-05-05 15:45:45,Completed,381059,Quebec,"Rural (small town, village, or countryside)",All my life,Gen Z (born ~1997–2012),,Cultural and linguistic frameworks,,,,Belief systems and core values,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,"Especially recently, I have felt pride and gratitude to this country. Its culture, history and institutions have shaped who I am as an individual ",POSITIVE,0.9970604777,I'll type my answer instead📱,,,,Free,POSITIVE,0.5138632655,,,Embracing pluralism,Indigenous reconciliation and rights,,,Community care networks,,,,,I'll type my answer instead📱,,,,Established itself as a diplomatic leader,NEUTRAL,0.5735899806,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,,,,Indigenous-led reconciliation,,,,,,I'll type my answer instead📱,,,,The unlikely story of a northern nation rising to excellence,POSITIVE,0.7964186668,Prosperity,NEUTRAL,0.9701584578,Annexation,NEUTRAL,0.8420792222,
b1455847-c812-4343-b6c4-c4b2527d7706,Link,ARF,7b16abd2-776e-4cf7-9977-0e528b0667ca,2025-05-05 15:38:33,2025-05-05 15:45:17,Completed,319575,Quebec,Suburban (residential area near a city),All my life,Silent Generation (born before 1946),,,Regional landscape and place,Community relationships and networks,Work and creative contributions,,,,,,,Very connected,I'll type my answer instead📱,,,,I was born in Canada 84 years ago and have never lived anywhere else.  I feel that I share the values that are important to Canadians and that are quite different from the rest of the world.,POSITIVE,0.8370593786,I'll type my answer instead📱,,,,inclusion,NEUTRAL,0.9986339211,,,Embracing pluralism,Indigenous reconciliation and rights,,,Community care networks,,,,,I'll type my answer instead📱,,,,I will be haopily surprised when Canada builds an economic sector that is  more independent from the USA.,POSITIVE,0.711071372,,Political polarization,,,,Cultural misunderstanding,,,,,Honest dialogue and listening,,Cultural celebration and exchange,,,,,,,,I'll type my answer instead📱,,,,Canada for all of us,NEUTRAL,0.7315791845,independence,NEUTRAL,0.9877040386,religiosity,NEUTRAL,0.9274786711,
01ebb9a5-df77-44f1-a5ca-09c4f25003aa,Link,ARF,bb2dabc4-3e43-4a96-bdb4-49886c09a3c3,2025-05-05 15:39:15,2025-05-05 15:45:09,Completed,367137,Ontario,"Rural (small town, village, or countryside)",All my life,Gen X (born ~1965–1980),,,,,Work and creative contributions,Belief systems and core values,,,,,,A little connected,I'll type my answer instead📱,,,,Canada is starting to lose its identity to others,NEGATIVE,0.9417125583,I'll type my answer instead📱,,,,Proud,POSITIVE,0.527977407,Equitable systems,Freedom and autonomy,,,,,Community care networks,,,,,I'll type my answer instead📱,,,,"Lower taxes,create jobs,and affordable housing ",POSITIVE,0.6158372164,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,Collaborative community projects,,,,,,,,,I'll type my answer instead📱,,,,Building a bright future,POSITIVE,0.9472526312,To remain canadian,NEUTRAL,0.8417747617,Annexed by USA,NEUTRAL,0.9822422266,
8c0c42d0-1df2-4747-b2a6-9329779a0a14,Link,ARF,d747f04b-3094-4be5-8d52-2b0f13f56f87,2025-05-05 15:40:52,2025-05-05 15:52:53,Completed,202950,Ontario,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),Heritage and ancestral connections,,,,,Belief systems and core values,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,Family history was always discussed and I am a very proud Canadian,POSITIVE,0.9924764037,I'll type my answer instead📱,,,,Pride,NEUTRAL,0.9814878702,Equitable systems,Freedom and autonomy,,,,,,Other,Self-determination,NEUTRAL,0.9913265109,I'll type my answer instead📱,,,,Not being as reliable on trade and protection on the USA.  Keep our strong and free determination,NEGATIVE,0.4410345554,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,We are acceptable of all peoples,POSITIVE,0.4737914205,Respect,POSITIVE,0.8508079052,Self-destruction,NEGATIVE,0.7059484124,
2be156d6-84de-4a2a-9ec6-68c8f72c39e6,Link,ARF,4939df3d-70dd-46ef-84aa-70feb03af537,2025-05-05 15:46:17,2025-05-05 16:41:20,Completed,112410,British Columbia,Suburban (residential area near a city),20+ years,Silent Generation (born before 1946),Heritage and ancestral connections,,,,Work and creative contributions,Belief systems and core values,,,,,,Not very connected,I'll type my answer instead📱,,,,"I find it difficult to define ‘Canadian’,  we don’t view the US as a different country.  My generation relates to Europe , Western Canada ignores Quebec.  Nothing to be connect , so we fall back on our Ethnicity.",NEGATIVE,0.6245714426,I'll type my answer instead📱,,,,"Seems to need another word attached, i,e, French Canadian, or Inuit Canadian, English Canadian. Can’t picture a Canadian without  type of Canadian.",NEGATIVE,0.5815608501,Equitable systems,,,,,,,Other,A strong vision that everyone feels loyal toward.,POSITIVE,0.9402660728,I'll type my answer instead📱,,,,Moved away from dependence on the US. Become a country that is  not viewed by the rest of the world as Americas poor cousin.,NEGATIVE,0.5641983747,Resource and regional tensions,Political polarization,,,,,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,“All Aboard”,NEUTRAL,0.9882614017,Resourceful,POSITIVE,0.8595353961,United States,NEUTRAL,0.9991658926,
297f051a-c48f-47df-bcd5-6d1c568ff512,Link,ARF,3594fbe5-6c72-4a29-9720-ace6714d92d6,2025-05-05 15:52:28,2025-05-05 16:04:04,Completed,394390,British Columbia,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),,,Regional landscape and place,,Work and creative contributions,Belief systems and core values,,,,,,Somewhat connected,I'll type my answer instead📱,,,,I share a lot of the values Canada is known for. I also believe in ways to improve the challenges we face to strengthen Canada. I believe strongly in Canada and have pride to tell people I am Canadian.,POSITIVE,0.9961989522,I'll type my answer instead📱,,,,proud,POSITIVE,0.9916383624,,Freedom and autonomy,,,Environmental regeneration,,Community care networks,,,,,I'll type my answer instead📱,,,,Improved crime rates and the middle class.,POSITIVE,0.4786130488,,Political polarization,,Generational perspectives,,,,,,,,Collaborative community projects,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,Look out down below!!,NEUTRAL,0.6977350116,prosperity,POSITIVE,0.8141536117,divisive,NEUTRAL,0.9767484665,
643078f0-1729-4043-9a66-8fff2787a76e,Link,ARF,91f5179a-f66c-4a53-ab01-45321cd0184b,2025-05-05 15:52:41,2025-05-05 16:01:21,Completed,353899,Ontario,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),,,,,Work and creative contributions,Belief systems and core values,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,I feel proud to be part of country that welcomes immigrants and supports other countries. I try to live my life in a welcoming way towards others in the same way,POSITIVE,0.9987974167,I'll type my answer instead📱,,,,Kind,NEUTRAL,0.9923071265,,Freedom and autonomy,,Indigenous reconciliation and rights,,,Community care networks,,,,,I'll type my answer instead📱,,,,Some sort of affordable support system for housing,NEUTRAL,0.9081866145,Resource and regional tensions,,,,Economic inequality,,,,,,Honest dialogue and listening,,Cultural celebration and exchange,,,,,,,,I'll type my answer instead📱,,,,Canada leads the world by learning from past mistakes and moving into the future with kindness and hope.,POSITIVE,0.9521061182,Unity,NEUTRAL,0.9980376363,Division,NEUTRAL,0.999542594,
e5ad119b-dd38-4498-90a9-6799800d7cae,Link,ARF,ee0a6f12-112a-4001-bd22-f13b60804b3c,2025-05-05 15:53:26,2025-05-05 15:59:31,Completed,582508,Ontario,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),,,,,Work and creative contributions,Belief systems and core values,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,My work has been focused on social housing for 16 years. Being part of what makes Canada function is important to me. Being a voice for impoverished is important to me.,POSITIVE,0.8592647314,I'll type my answer instead📱,,,,Compassionate,NEUTRAL,0.595631361,Equitable systems,,,,,Technological innovation and adaptation,Community care networks,,,,,I'll type my answer instead📱,,,,"Changed its economic practices to  become independent as much as possible, and leveraged it's skills and assets to increase our wealth. ",POSITIVE,0.9688036442,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,,,,,,,,,,I'll type my answer instead📱,,,,We found our own voice and didn't anyone take advantage of us anymore,POSITIVE,0.7839687467,Economic independence,NEUTRAL,0.8919434547,Conservatives,NEUTRAL,0.8902465701,
9af42c2d-9993-468d-bd5c-81543fd7662e,Link,ARF,b387c7c7-4de5-41f4-9893-d1cd8484953b,2025-05-05 15:58:31,2025-05-05 16:02:23,Completed,579813,Alberta,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),,,,,Work and creative contributions,Belief systems and core values,,,,,,Very connected,I'll type my answer instead📱,,,,because I live and breathe being a Canadian,NEUTRAL,0.4026387632,I'll type my answer instead📱,,,,friendly,POSITIVE,0.8586287498,,Freedom and autonomy,,Indigenous reconciliation and rights,Environmental regeneration,,,,,,,I'll type my answer instead📱,,,,Head us on a path to renewable energy,POSITIVE,0.8522459269,,,Urban/rural disconnection,,,Cultural misunderstanding,,,,,Honest dialogue and listening,,Cultural celebration and exchange,,,,,,,,I'll type my answer instead📱,,,,World Leader,NEUTRAL,0.9511736631,To be a World Leader and be less dependent on other countries,POSITIVE,0.9057058692,Maple MAGAs,NEUTRAL,0.9876960516,
581e6f4e-324d-47ee-bf80-b2b6dca1915c,Link,ARF,d108dbb8-50bb-4de2-bf16-8e2aa83d6be0,2025-05-05 16:01:11,2025-05-05 16:19:22,Completed,252149,Quebec,Suburban (residential area near a city),20+ years,Silent Generation (born before 1946),,,,Community relationships and networks,Work and creative contributions,,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,"Not really, I just do",NEUTRAL,0.9437625408,I'll type my answer instead📱,,,,Safety,NEUTRAL,0.8827267885,,Freedom and autonomy,,,Environmental regeneration,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,Instituted free trade among provinces,POSITIVE,0.5824266076,Resource and regional tensions,,,,Economic inequality,,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,No idea,NEUTRAL,0.7032344341,Peace,NEUTRAL,0.6492047906,USA,NEUTRAL,0.9983343482,
3f90b165-9f67-4ef7-afa7-7618d23c5e4b,Link,ARF,93cac5ec-b64c-4b0e-940c-c1611313daa0,2025-05-05 16:01:14,2025-05-05 17:06:38,Completed,175514,Alberta,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),,,,Community relationships and networks,,Belief systems and core values,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,"I am born and raised in Canada by first born generation Canadians. My bedtime stories were of a Canadian soldier (part of Liberation forces in Holland WWII) who courted a young Dutch girl who he married and eventually brought to Canada. My maternal grandpa fought in WW1 in all the historic battles like Vimy Ridge, the first mustard gas attack. My grandma's 4 brothers fought in WWll but not all returned. My great aunt was part of the Canadian Woman's Army as a driver. My cousin currently has completed his 3 tours (Bosnia, Croatia, Afganistan) and has 30+ years in the CAF reserves. I have lived all my life in Canada and enjoy the freedoms my relatives and family fought and spilled blood to protect and honour. I honour the differences in our culture, although the French and seperatist movement are rather tiring. I am a proud flag waving Canadian every time I can be. I treasure being welcomed world wide with a Canadian passport. I also treasure Canadian inventions, technologies and accomplishments ie diabetes, insulin, CanadAir, peacekeeping, etc. ",NEUTRAL,0.6998787522,I'll type my answer instead📱,,,,"honest, true, strong, peacekeeping",POSITIVE,0.831908524,Equitable systems,Freedom and autonomy,,,,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,"Rose and surpassed  the economic and political turmoil created by Trump/Smith/Quebecois and created a stronger, more stable, respected economy with a trading unit/power not yet experienced by Canada nor any one country to date, including millitary power. ",NEUTRAL,0.472902,Resource and regional tensions,,Urban/rural disconnection,,,,,,,,Honest dialogue and listening,Collaborative community projects,,,,,,,,,I'll type my answer instead📱,,,,"A peace loving nation that fought to be born and supports their citizen's creativity, differences and similairities while keeping peace and sovereignty thoughout the world.",POSITIVE,0.9782342315,respectful peace,POSITIVE,0.9440617561,economic annexation,NEUTRAL,0.7658845782,
71dfd554-89c7-43d1-ba5a-b76806017326,Link,ARF,3d87b01f-d167-4f52-87a6-a01b1b5562cd,2025-05-05 16:05:17,2025-05-05 16:11:45,Completed,546905,Ontario,"Rural (small town, village, or countryside)",All my life,Millennial (born ~1981–1996),,,,,,Belief systems and core values,,,,,,A little connected,I'll type my answer instead📱,,,,I feel like the Canadian I grew up with is no longer acceptable within Canadian. I have lost my pride in the last 5-10 years of being a Canadian. I don't like the idea of being a post national state.,NEGATIVE,0.9667595029,I'll type my answer instead📱,,,,Misguided,NEGATIVE,0.9669238925,,Freedom and autonomy,,,,,,,,,,I'll type my answer instead📱,,,,It would have to be a strong economy and lower cost of living for the working class,POSITIVE,0.9530073404,,Political polarization,,,Economic inequality,,,,,,Honest dialogue and listening,,Cultural celebration and exchange,,,,,,,,I'll type my answer instead📱,,,,Realigned with Canadian values on the global stage,POSITIVE,0.9327632189,United,NEUTRAL,0.9996362925,Mismanagement,NEGATIVE,0.9451149702,
8fbb9a61-71a2-4853-bd69-2514d4c0bb9e,Link,ARF,8642b6ca-a3bf-4a74-8f18-ff5aee5589cd,2025-05-05 16:09:05,2025-05-05 16:31:21,Completed,123451,British Columbia,Urban (big city or downtown area),All my life,Boomer (born ~1946–1964),,,Regional landscape and place,Community relationships and networks,,,Personal passions and curiosities,,,,,Not at all connected,Sure - I'll record a video 🤳,"I feel that I'm not connected to a Canadian identity anymore because they've allowed so many immigrants moving into our country where now we are required to adapt to their needs, accommodate their religious beliefs, um, and I just think, you know, we're a divided country now like I've lost all sense of what a true Canadian is because I see people not conforming to Canadian traditions and heritage and respecting it. And that we're just supposed to go along with everything, so I feel kind of lost now because I just don't feel that there is a true candidate anymore. People are just coming here for a free for all, and you know we can do whatever we want instead of leaving the conflict behind them in their country, the way they dress, all that stuff, leave it in your country, come here behind closed doors, do do whatever your religion or whatever you want to do, but when we're all out in public, we're all should be the same and equal.",NEGATIVE,0.9940177202,,,,Sure - I'll record a video 🤳,"What's complicated to me about Canadian, I wonder what does it really mean nowadays to be Canadian because. We have such a diversified population here and it just seems like everybody's just doing their own thing, their own culture and losing track of what is truly Canadian. like it's just different now um I don't feel like I belong in this country anymore where I was born and raised with my parents, so. I wonder, you know, what am I doing here? It's complicated because I just think, you know, that we're being too polite. We put up with too much from a lot of the immigrants, especially within the last 20 years that have come here, and it's just, you know, insulting because we lose track of who we are, what we are, our traditions, our heritage, so it's kind of complicated now like what is a Canadian? You tell me.",NEUTRAL,0.6034513116,,,,Equitable systems,,,,Environmental regeneration,,Community care networks,,,,,Sure - I'll record a video 🤳,"The best way Canada could surprise me by 2030 would be to, you know what, stop building more housing, stop growing our population. Let's get back to our true roots and values here of what Canada really is about. And what would surprise me if all of a sudden I woke up one morning and There weren't long waits for health care, um, you know, there weren't crowded transit systems we'd have better roadways, uh, more schools, you know, you don't have to wait in line, right? So that would really surprise me if they could change that. Building more housing is not the answer because you're just adding to congestion. People get more frustrated, more crime, and it's just not doable. That would surprise me, make it better, make it right.",POSITIVE,0.798548162,,,,,,Urban/rural disconnection,,,,,,,,Honest dialogue and listening,,,Educational transformation,,,,,,,I'll type my answer instead📱,,,,Canada is lost to foreign culture forever.,NEGATIVE,0.9368879199,Reaources,NEUTRAL,0.6331146955,Immigration,NEUTRAL,0.9507442713,"Yes, I give my consent for my video to be shared or used by Angus Reid Forum and their clients publicly"
d71dbdaf-d847-4c64-9df3-4dafdce3e9d3,Link,ARF,ce401bb5-64d0-47f4-88a5-dbeb9bdf33bd,2025-05-05 16:14:00,2025-05-05 16:22:48,Completed,498591,Quebec,Suburban (residential area near a city),All my life,Millennial (born ~1981–1996),Heritage and ancestral connections,Cultural and linguistic frameworks,,,,,Personal passions and curiosities,,,,,Somewhat connected,I'll type my answer instead📱,,,,"Even though I am from Quebec, I understand that we live in Canada, that what makes us proud to live in Quebec are the same values the rest of Canada has",POSITIVE,0.6907457113,I'll type my answer instead📱,,,,Sorry,NEGATIVE,0.6304284334,,Freedom and autonomy,,,Environmental regeneration,Technological innovation and adaptation,,,,,,I'll type my answer instead📱,,,,We became independent from the Americans in terms of defense and ressources,NEUTRAL,0.688195169,Resource and regional tensions,,,,,,Other,"The military might, or lack thereof",NEUTRAL,0.9508821368,,,Cultural celebration and exchange,,,Newcomer integration and knowledge,,,,,I'll type my answer instead📱,,,,"Don't mess with us, or YOU'll be sorry",POSITIVE,0.5134387612,Independance,NEUTRAL,0.9827833176,Annexation,NEUTRAL,0.8420792222,
274d9c0e-2eb9-4c5e-bcf3-aaf841490565,Link,ARF,7fb0d326-dd55-48be-9464-1121c568755e,2025-05-05 16:17:40,2025-05-05 16:23:57,Completed,305557,Ontario,Suburban (residential area near a city),All my life,Gen X (born ~1965–1980),,,Regional landscape and place,,,Belief systems and core values,Personal passions and curiosities,,,,,Very connected,I'll type my answer instead📱,,,,"It's hard to put into words, but it is who I am - it's who we all are. ",POSITIVE,0.8191735744,I'll type my answer instead📱,,,,kindness,POSITIVE,0.6417738199,Equitable systems,,,,,,Community care networks,,,,,I'll type my answer instead📱,,,,Made society more equitable,POSITIVE,0.9855600595,,Political polarization,,,Economic inequality,,,,,,,Collaborative community projects,Cultural celebration and exchange,,,,,,,,I'll type my answer instead📱,,,,Fairness and equitable opportunity for all.,POSITIVE,0.9109176397,unity,NEUTRAL,0.976808548,division,NEUTRAL,0.999516964,
